artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;arbmedstud_statusaar;arbmedstud_n;arbmedstud_ntotal;arbmedstud_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n
udb2-civsundvelfaerdsteknologi;461416;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/sundheds-og-velfaerdsteknologi;792861;Sundheds- og velfærdsteknologi;Universitetsuddannelser;Bacheloruddannelse;;461437;Syddansk Universitet;461;Odense;1083;Syddanmark;201910-202209;87;25;;E2022F2023;30;175;41;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;30;41;202310-202312;25;25;4,16;202310-202312;26;26;4,27;25;26;4,08;202310-202312;202310-202312;24;25;4,04;35,0;55;25;8,0;15;93;202310-202312;27;27;3,37;8,33;0,00;E2022F2023;0,00;91,67;202310-202312;25;25;4,12;202310-202312;24;26;3,67;202310-202312;24;25;3,42;202310-202312;24;25;2,92;202310-202312;29;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);202310-202312;25;25;3,60;0,00;16,00;32,00;28,00;24,00;202310-202312;25;25;3,68;4,00;12,00;20,00;40,00;24,00;202310-202312;25;25;3,88;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;udb2-kacivvelfaerdsteknologi:461416;udb2-civlydogakustiktek:280442;;98;2;;Sundheds- og velfærdsteknologi - Syddansk Universitet - Odense;Engineering Acoustics - Danmarks Tekniske Universitet - Lyngby-Taarbæk;;201910-202209;66
udb2-civsundvelfaerdsteknologi;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/sundheds-og-velfaerdsteknologi;792861;Sundheds- og velfærdsteknologi;Universitetsuddannelser;Bacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;87;25;;E2022F2023;30;175;41;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;30;41;202310-202312;25;25;4,16;202310-202312;26;26;4,27;25;26;4,08;202310-202312;202310-202312;24;25;4,04;35,0;55;25;8,0;15;93;202310-202312;27;27;3,37;8,33;0,00;E2022F2023;0,00;91,67;202310-202312;25;25;4,12;202310-202312;24;26;3,67;202310-202312;24;25;3,42;202310-202312;24;25;2,92;202310-202312;29;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);202310-202312;25;25;3,60;0,00;16,00;32,00;28,00;24,00;202310-202312;25;25;3,68;4,00;12,00;20,00;40,00;24,00;202310-202312;25;25;3,88;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;udb2-kacivvelfaerdsteknologi:461416;udb2-civlydogakustiktek:280442;;98;2;;Sundheds- og velfærdsteknologi - Syddansk Universitet - Odense;Engineering Acoustics - Danmarks Tekniske Universitet - Lyngby-Taarbæk;;201910-202209;66
udb2-civsystembiologi;280442;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/bioinformatics-and-systems-biology;305,062,334,462,524,000,000,000;Bioinformatics and Systems Biology;Universitetsuddannelser;Kandidatuddannelse;;173405;Danmarks Tekniske Universitet;173;Lyngby-Taarbæk;1084;Hovedstaden;201910-202209;172;4;;E2022F2023;13;173;139;201911-202111;246;31;22;17;30;Industri;Undervisning;Videnservice;Øvrige brancher;63;201910-202306;77;4;;201901-202112;43;35.2;32;40.1;;Ingen data;;;;Ingen data;;;;;;84;51;202310-202312;79;79;4,47;202310-202312;82;82;4,09;12;12;4,42;202310-202312;202310-202312;78;79;4,10;38,0;40;71;15,0;51;84;202310-202312;82;82;4,40;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;80;80;4,35;202310-202312;81;81;3,91;202310-202312;80;80;4,09;202310-202312;79;80;4,30;202310-202312;82;Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);202310-202312;74;74;3,16;1,00;22,00;45,00;24,00;8,00;202310-202312;74;74;3,05;7,00;24,00;36,00;22,00;11,00;202310-202312;78;79;4,18;27;35;202310-202312;24;38;Jeg søgte og blev ansat efter et stillingsopslag;25;Jeg fik job gennem mit netværk;21;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;4;Andet;202310-202312;24;17;0;63;0;21;0;0;202310-202312;24;40;202310-202312;23;Jeg har den uddannelse, som er en forudsætning for jobbet;De kompetencer, jeg fik fra uddannelsen;Afsluttende opgave (projekt/speciale);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Studiejob;202310-202312;23;Tekniske kompetencer;Tilegnelse af ny viden;Analytiske kompetencer;Anvendelse af teori og metode inden for mit fagområde;Omsætte teori til praksis;202310-202312;24;24;4,33;202310-202312;24;24;4,25;202310-202312;24;8;88;4;;;;;;;;;;Ingen data;
udb2-civsystembiologi;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/bioinformatics-and-systems-biology;305,062,334,462,524,000,000,000;Bioinformatics and Systems Biology;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;172;4;;E2022F2023;13;173;139;201911-202111;246;31;22;17;30;Industri;Undervisning;Videnservice;Øvrige brancher;63;201910-202306;77;4;;201901-202112;43;35.2;32;40.1;;201910-202306;10;0;;Ingen data;;;;;;84;51;202310-202312;79;79;4,47;202310-202312;82;82;4,09;12;12;4,42;202310-202312;202310-202312;78;79;4,10;38,0;40;71;15,0;51;84;202310-202312;82;82;4,40;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;80;80;4,35;202310-202312;81;81;3,91;202310-202312;80;80;4,09;202310-202312;79;80;4,30;202310-202312;82;Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);202310-202312;74;74;3,16;1,00;22,00;45,00;24,00;8,00;202310-202312;74;74;3,05;7,00;24,00;36,00;22,00;11,00;202310-202312;78;79;4,18;27;35;202310-202312;24;38;Jeg søgte og blev ansat efter et stillingsopslag;25;Jeg fik job gennem mit netværk;21;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;4;Andet;202310-202312;24;17;0;63;0;21;0;0;202310-202312;24;40;202310-202312;23;Jeg har den uddannelse, som er en forudsætning for jobbet;De kompetencer, jeg fik fra uddannelsen;Afsluttende opgave (projekt/speciale);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Studiejob;202310-202312;23;Tekniske kompetencer;Tilegnelse af ny viden;Analytiske kompetencer;Anvendelse af teori og metode inden for mit fagområde;Omsætte teori til praksis;202310-202312;24;24;4,33;202310-202312;24;24;4,25;202310-202312;24;8;88;4;;;;;;;;;;Ingen data;
udb2-civteknoantropologi;151413;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/oevrigetekniskvidenskab/teknoantropologi;805261;Teknoantropologi;Universitetsuddannelser;Bacheloruddannelse;;851446;Aalborg Universitet;101;København;1084;Hovedstaden;201910-202209;165;21;;E2022F2023;68;145;47;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;11,11;0,00;E2022F2023;0,00;88,89;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;udb2-kanditebusiness:101530;udb2-kacivteknoantropologi:151413;udb2-kanditdesignkommmed:101530;34;29;7;Digital Innovation and Management - IT-Universitetet i København - København;Techno Anthropology - Aalborg Universitet - København;Digital design og interaktive teknologier - IT-Universitetet i København - København;201910-202209;94
udb2-civteknoantropologi;851416;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/oevrigetekniskvidenskab/teknoantropologi;805261;Teknoantropologi;Universitetsuddannelser;Bacheloruddannelse;;851446;Aalborg Universitet;851;Aalborg;1081;Nordjylland;201910-202209;100;22;;E2022F2023;59;172;0;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;11,11;0,00;E2022F2023;0,00;88,89;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;udb2-kacivteknoantropologi:851416;udb2-kanditsoftwarekonstr:851416;udb2-kacivplanogmiljoe:851416;37;16;14;Techno Anthropology - Aalborg Universitet - Aalborg;Digitalisering og applikationsudvikling - Aalborg Universitet - Aalborg;Urban, Energy and Environmental Planning - Aalborg Universitet - Aalborg;201910-202209;57
udb2-civteknoantropologi;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/oevrigetekniskvidenskab/teknoantropologi;805261;Teknoantropologi;Universitetsuddannelser;Bacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;265;22;;E2022F2023;64;159;23;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;33;23;202310-202312;26;26;3,81;202310-202312;29;29;4,14;29;29;3,93;202310-202312;202310-202312;26;26;3,46;39,0;44;26;13,0;16;97;202310-202312;29;29;3,69;11,11;0,00;E2022F2023;0,00;88,89;202310-202312;26;26;4,35;202310-202312;27;28;3,78;202310-202312;25;26;3,76;202310-202312;25;26;4,08;202310-202312;31;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Klasseundervisning (holdundervisning);202310-202312;23;26;3,48;0,00;22,00;26,00;35,00;17,00;202310-202312;23;26;3,78;0,00;13,00;22,00;39,00;26,00;202310-202312;26;26;3,81;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;udb2-kanditebusiness:101530;udb2-kacivteknoantropologi:151413;udb2-kacivteknoantropologi:851416;21;18;17;Digital Innovation and Management - IT-Universitetet i København - København;Techno Anthropology - Aalborg Universitet - København;Techno Anthropology - Aalborg Universitet - Aalborg;201910-202209;151
udb2-civteknologiforretningsudv;657410;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/technology-based-business-development;538562;Technology Based Business Development;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;657;Herning;1082;Midtjylland;201910-202209;344;13;;E2022F2023;48;51;115;201911-202111;1472;39;17;14;30;Industri;Videnservice;Handel;Øvrige brancher;90;201910-202306;262;5;;201901-202112;145;40.2;36.8;44.3;;201910-202306;53;1;;201901-202112;24;55.85;50.15;68.2;;70;35;202310-202312;60;60;3,90;202310-202312;67;67;4,00;65;67;4,08;202310-202312;202310-202312;59;60;3,22;30,0;48;54;20,0;45;91;202310-202312;67;67;3,73;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;62;63;3,90;202310-202312;66;67;3,67;202310-202312;63;63;3,63;202310-202312;62;63;4,19;202310-202312;68;Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);202310-202312;56;56;3,39;5,00;16,00;34,00;23,00;21,00;202310-202312;56;56;3,59;0,00;16,00;30,00;32,00;21,00;202310-202312;59;60;3,56;57;31;202310-202312;49;39;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;20;Jeg søgte og blev ansat efter et stillingsopslag;12;Jeg fik job gennem mit netværk;8;Andet;202310-202312;49;22;0;47;0;31;0;0;202310-202312;49;39;202310-202312;48;Studiejob;De kompetencer, jeg fik fra uddannelsen;Projekt i samarbejde med offentlig eller privat virksomhed;Afsluttende opgave (projekt/speciale);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;48;Forretningsforståelse;Tilegnelse af ny viden;Analytiske kompetencer;Min evne til at arbejde struktureret og overholde deadlines;Tværfaglige og projektorienterede kompetencer;202310-202312;48;48;4,06;202310-202312;48;48;4,04;202310-202312;49;8;84;8;;;;;;;;;;Ingen data;
udb2-civteknologiforretningsudv;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/technology-based-business-development;538562;Technology Based Business Development;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;344;13;;E2022F2023;48;51;115;201911-202111;1472;39;17;14;30;Industri;Videnservice;Handel;Øvrige brancher;90;201910-202306;262;5;;201901-202112;145;40.2;36.8;44.3;;201910-202306;53;1;;201901-202112;24;55.85;50.15;68.2;;70;35;202310-202312;60;60;3,90;202310-202312;67;67;4,00;65;67;4,08;202310-202312;202310-202312;59;60;3,22;30,0;48;54;20,0;45;91;202310-202312;67;67;3,73;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;62;63;3,90;202310-202312;66;67;3,67;202310-202312;63;63;3,63;202310-202312;62;63;4,19;202310-202312;68;Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);202310-202312;56;56;3,39;5,00;16,00;34,00;23,00;21,00;202310-202312;56;56;3,59;0,00;16,00;30,00;32,00;21,00;202310-202312;59;60;3,56;57;31;202310-202312;49;39;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;20;Jeg søgte og blev ansat efter et stillingsopslag;12;Jeg fik job gennem mit netværk;8;Andet;202310-202312;49;22;0;47;0;31;0;0;202310-202312;49;39;202310-202312;48;Studiejob;De kompetencer, jeg fik fra uddannelsen;Projekt i samarbejde med offentlig eller privat virksomhed;Afsluttende opgave (projekt/speciale);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;48;Forretningsforståelse;Tilegnelse af ny viden;Analytiske kompetencer;Min evne til at arbejde struktureret og overholde deadlines;Tværfaglige og projektorienterede kompetencer;202310-202312;48;48;4,06;202310-202312;48;48;4,04;202310-202312;49;8;84;8;;;;;;;;;;Ingen data;
udb2-civtransportlogistik;280442;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/transport-and-logistics;830,262,833,762;Transport and Logistics;Universitetsuddannelser;Kandidatuddannelse;;173405;Danmarks Tekniske Universitet;173;Lyngby-Taarbæk;1084;Hovedstaden;201910-202209;84;4;;E2022F2023;33;124;204;201911-202111;2047;21;21;19;39;Industri;Information og kommunikation;Videnservice;Øvrige brancher;79;201910-202306;69;3;;201901-202112;35;39.4;36.8;41.8;;201910-202306;451;1;;201901-202112;211;58.7;50.6;66.2;;26;37;202310-202312;25;25;4,28;202310-202312;26;26;4,08;;;;Ingen data;202310-202312;24;25;4,17;36,0;44;24;16,0;13;93;202310-202312;26;26;4,50;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;26;26;4,23;202310-202312;26;26;3,92;202310-202312;26;26;4,00;202310-202312;26;26;3,92;202310-202312;26;Forelæsninger;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);202310-202312;23;23;3,35;4,00;13,00;39,00;30,00;13,00;202310-202312;23;23;3,39;0,00;17,00;43,00;22,00;17,00;202310-202312;25;25;4,08;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-civtransportlogistik;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/civilingenioeruddannelser/transport-and-logistics;830,262,833,762;Transport and Logistics;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;84;4;;E2022F2023;33;124;204;201911-202111;2047;21;21;19;39;Industri;Information og kommunikation;Videnservice;Øvrige brancher;79;201910-202306;69;3;;201901-202112;35;39.4;36.8;41.8;;201910-202306;704;0;;201901-202112;211;58.7;50.6;66.2;;26;37;202310-202312;25;25;4,28;202310-202312;26;26;4,08;;;;Ingen data;202310-202312;24;25;4,17;36,0;44;24;16,0;13;93;202310-202312;26;26;4,50;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;26;26;4,23;202310-202312;26;26;3,92;202310-202312;26;26;4,00;202310-202312;26;26;3,92;202310-202312;26;Forelæsninger;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);202310-202312;23;23;3,35;4,00;13,00;39,00;30,00;13,00;202310-202312;23;23;3,39;0,00;17,00;43,00;22,00;17,00;202310-202312;25;25;4,08;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-civvandogbioressourcer;280442;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/miljoeteknologi;793,461,796,661;Miljøteknologi;Universitetsuddannelser;Bacheloruddannelse;;173405;Danmarks Tekniske Universitet;173;Lyngby-Taarbæk;1084;Hovedstaden;201910-202209;169;21;;E2022F2023;35;178;133;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;66;47;202310-202312;64;64;4,22;202310-202312;65;65;4,45;;;;Ingen data;202310-202312;63;64;4,24;38,0;55;61;9,0;33;92;202310-202312;66;66;3,98;8,33;0,00;E2022F2023;0,00;91,67;202310-202312;65;65;4,06;202310-202312;65;65;3,63;202310-202312;65;65;3,88;202310-202312;64;65;3,84;202310-202312;66;Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);202310-202312;61;62;3,51;2,00;15,00;30,00;39,00;15,00;202310-202312;61;62;3,11;8,00;25,00;28,00;26,00;13,00;202310-202312;64;64;3,89;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;udb2-kacivmiljoeteknologi:280442;udb2-civakvatiskvidenogtek:280442;udb2-civbaeredygtigenergi:280442;80;12;2;Environmental Engineering - Danmarks Tekniske Universitet - Lyngby-Taarbæk;Sustainable Fisheries and Aquaculture - Danmarks Tekniske Universitet - Lyngby-Taarbæk;Sustainable Energy - Danmarks Tekniske Universitet - Lyngby-Taarbæk;201910-202209;115
udb2-civvandogbioressourcer;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/bacheloruddannelser/tekniskvidenskabeligebacheloruddannelser/civilingenioeruddannelser/miljoeteknologi;793,461,796,661;Miljøteknologi;Universitetsuddannelser;Bacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;169;21;;E2022F2023;35;178;133;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;66;47;202310-202312;64;64;4,22;202310-202312;65;65;4,45;;;;Ingen data;202310-202312;63;64;4,24;38,0;55;61;9,0;33;92;202310-202312;66;66;3,98;8,33;0,00;E2022F2023;0,00;91,67;202310-202312;65;65;4,06;202310-202312;65;65;3,63;202310-202312;65;65;3,88;202310-202312;64;65;3,84;202310-202312;66;Forelæsninger;Selvstudie (forberedelse, læsning, hjemmeopgaver);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);Klasseundervisning (holdundervisning);202310-202312;61;62;3,51;2,00;15,00;30,00;39,00;15,00;202310-202312;61;62;3,11;8,00;25,00;28,00;26,00;13,00;202310-202312;64;64;3,89;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;udb2-kacivmiljoeteknologi:280442;udb2-civakvatiskvidenogtek:280442;udb2-civbaeredygtigenergi:280442;80;12;2;Environmental Engineering - Danmarks Tekniske Universitet - Lyngby-Taarbæk;Sustainable Fisheries and Aquaculture - Danmarks Tekniske Universitet - Lyngby-Taarbæk;Sustainable Energy - Danmarks Tekniske Universitet - Lyngby-Taarbæk;201910-202209;115
